Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
26370	-14759.3	-14781.2	21.8911	0.126144	0.100991	0.10402	0.088422	0.0883024	0.0789343	0.119038	0.0535209	0.0974567	0.150726	0.0793488	0.094919	0.128914	0.0889051	0.102631	0.12842	0.132668	0.0908039	0.110617	0.072645	0.0725847	0.07611	0.14965	0.0190249	0.0300307	0.0292512	0.039256	0.0211281	0.0482814	0.00858354	0.0252177	0.0504997	0.0424613	0.0310791	0.0300435	0.0431182	0.017413	0.0181878	0.0842957	0.0211202	0.0165204	0.0123864	0.0340528	0.23079	0.261697	0.0532682	0.0321315	0.411183	0.0109306	0.24027	0.214018	0.172832	0.37288	2.957724
26380	-14755.7	-14778.4	22.6702	0.122037	0.0999959	0.0935004	0.0742687	0.0883024	0.0612475	0.106133	0.0716698	0.102183	0.176197	0.0746035	0.0653465	0.0954753	0.0939619	0.102631	0.100797	0.129513	0.0939571	0.105478	0.0656896	0.0855887	0.0977525	0.148398	0.0330401	0.0305288	0.0383069	0.0432068	0.0213942	0.039659	0.0112943	0.0230927	0.0392245	0.0512139	0.0235747	0.0212633	0.0373751	0.0264535	0.0305119	0.065814	0.0211477	0.0247073	0.0146611	0.0286141	0.235806	0.267385	0.0518813	0.0155591	0.420121	0.00924835	0.237309	0.211381	0.17213	0.379179	2.879812
26390	-14751	-14773.1	22.1458	0.131629	0.107599	0.108398	0.095145	0.119036	0.0737394	0.106133	0.065351	0.0749812	0.172646	0.0774236	0.0650269	0.0838814	0.0833032	0.127696	0.131765	0.137222	0.0939571	0.100924	0.0546105	0.0742284	0.0886831	0.158975	0.0185644	0.0315146	0.0495092	0.034103	0.0155372	0.036353	0.0206009	0.0116177	0.0406283	0.0411092	0.0223874	0.0168322	0.0450502	0.0131229	0.0268028	0.07708	0.0233407	0.0242768	0.0107002	0.04077	0.232469	0.2636	0.0559774	0.0238025	0.414175	0.00997629	0.229155	0.213641	0.173971	0.383233	2.932255
26400	-14763.3	-14785.6	22.2139	0.135753	0.0915091	0.116197	0.0745019	0.0930854	0.068196	0.102043	0.0718992	0.100683	0.180783	0.0777573	0.0727778	0.093373	0.0931637	0.110187	0.109448	0.126609	0.0805288	0.101028	0.0661193	0.0870142	0.068698	0.143661	0.0286089	0.0492573	0.0468183	0.0442019	0.027474	0.0289334	0.00826058	0.0251159	0.031863	0.0305948	0.0239172	0.0311221	0.0448317	0.0200694	0.0285115	0.0742115	0.0263792	0.0365317	0.0194311	0.0342962	0.242075	0.274493	0.0582906	0.0247861	0.386798	0.0135566	0.22061	0.228484	0.172004	0.378902	2.925446
26410	-14762.2	-14783.6	21.3908	0.110394	0.0852725	0.0909272	0.0873794	0.11159	0.0710036	0.135209	0.0717216	0.0831397	0.180783	0.081096	0.0811796	0.0864996	0.084473	0.114848	0.130823	0.136238	0.0977686	0.114433	0.0730689	0.1023	0.0852169	0.153301	0.0224354	0.0477104	0.0409466	0.0457384	0.0206867	0.0442312	0.0111637	0.0319201	0.039357	0.044057	0.0296082	0.0229884	0.0263001	0.0194102	0.0320753	0.0778043	0.0220957	0.0187768	0.0128343	0.0289496	0.255652	0.249063	0.0615599	0.0161859	0.408492	0.00904652	0.22061	0.228484	0.172004	0.378902	3.007756
26420	-14765	-14786.1	21.1078	0.146965	0.0957861	0.1173	0.111245	0.114485	0.0662312	0.108495	0.0874056	0.0824882	0.182567	0.0733384	0.089199	0.0757584	0.0837046	0.100607	0.126698	0.106359	0.107057	0.114433	0.0730689	0.1023	0.0882686	0.153499	0.0141892	0.0281196	0.0378156	0.0376578	0.0281616	0.0540887	0.00936592	0.0337622	0.0249561	0.0361023	0.0201559	0.0390981	0.0481862	0.0194684	0.0218863	0.0750366	0.0395797	0.0105862	0.0142062	0.0363695	0.240048	0.288778	0.0494623	0.0196768	0.390045	0.01199	0.226692	0.234783	0.165132	0.373394	3.036051
26430	-14757.3	-14778.1	20.7262	0.141989	0.0957861	0.0970694	0.0985223	0.0937791	0.0910813	0.10045	0.0810087	0.0851829	0.173769	0.0805973	0.0622184	0.104562	0.101379	0.108108	0.130973	0.113441	0.0956197	0.128408	0.0777028	0.0820118	0.0743803	0.156641	0.0141458	0.0363128	0.0382822	0.0459019	0.0380707	0.0478223	0.0223789	0.0221483	0.049596	0.040923	0.0271327	0.0329072	0.0488787	0.0218852	0.0314566	0.0842649	0.0321719	0.0156041	0.0121894	0.0374562	0.229587	0.288311	0.0484613	0.0302652	0.389413	0.0139626	0.226396	0.234872	0.165195	0.373537	3.074209
26440	-14756.8	-14778	21.185	0.110933	0.106651	0.113501	0.102522	0.0964741	0.068539	0.110063	0.0883701	0.0827549	0.174798	0.0812318	0.0638268	0.0802806	0.096206	0.0959103	0.130973	0.130731	0.0993926	0.105979	0.0770563	0.0906166	0.0790926	0.189688	0.0265943	0.0319586	0.0203412	0.038314	0.0269196	0.0326865	0.0242293	0.0259862	0.0429788	0.0563944	0.022674	0.032292	0.0425492	0.0220318	0.0286835	0.0787418	0.0436274	0.0176981	0.0107004	0.0273381	0.228038	0.286366	0.0481344	0.0247979	0.403124	0.00953972	0.242315	0.230039	0.161795	0.36585	3.028329
26450	-14752.7	-14774.6	21.8457	0.112563	0.108545	0.0931166	0.107317	0.111418	0.0659855	0.114291	0.0710175	0.0757836	0.170965	0.0709622	0.0743682	0.0845006	0.0882385	0.109396	0.109151	0.116947	0.102787	0.122092	0.0644547	0.0860999	0.0841292	0.161778	0.0239473	0.0386033	0.0434816	0.0502515	0.0163556	0.0343359	0.00765376	0.0268455	0.0582378	0.0413053	0.0166062	0.0353719	0.0491398	0.0217148	0.0159582	0.0878731	0.0320747	0.0190141	0.0129914	0.0245965	0.225185	0.249044	0.0495935	0.0277407	0.439016	0.00942036	0.242315	0.230039	0.161795	0.36585	2.962265
26460	-14761.8	-14783.4	21.5525	0.165569	0.122675	0.0872618	0.088713	0.103657	0.0659855	0.0932636	0.0603293	0.0757836	0.1589	0.0882602	0.0828359	0.106188	0.0950929	0.105848	0.114359	0.135069	0.0945221	0.131792	0.0675939	0.0729075	0.0823126	0.18708	0.0120067	0.0418955	0.0258412	0.0319558	0.0260352	0.0398602	0.0116392	0.0257889	0.0433228	0.0282727	0.0180832	0.028562	0.0504629	0.0176849	0.0199793	0.0891701	0.0199372	0.018676	0.0169635	0.0394503	0.224844	0.264317	0.0470451	0.0333469	0.416458	0.0139894	0.245227	0.220787	0.16374	0.370246	2.991586
26470	-14754.4	-14776.5	22.0746	0.12641	0.0917037	0.0834717	0.0969834	0.110567	0.0668709	0.11531	0.075353	0.0931404	0.17476	0.0755003	0.0599186	0.0857847	0.0991227	0.119892	0.114359	0.121421	0.105163	0.108607	0.0802863	0.0934988	0.078864	0.147425	0.0245084	0.0207285	0.0313784	0.0317048	0.0188809	0.0395441	0.0208069	0.0189373	0.050308	0.0461676	0.016282	0.0284348	0.0629681	0.0165351	0.0216997	0.0843031	0.0210833	0.0205321	0.0140815	0.0260826	0.220908	0.259689	0.0638647	0.032763	0.412609	0.0101671	0.246319	0.208331	0.179693	0.365657	2.939378
26480	-14754.6	-14777.5	22.8555	0.116981	0.0948891	0.104328	0.0877081	0.0973012	0.0709807	0.146221	0.0716312	0.0832282	0.152996	0.0762085	0.0695862	0.0920232	0.100148	0.0844957	0.111127	0.116023	0.098264	0.108607	0.0683217	0.0774847	0.0939647	0.148126	0.0195393	0.027597	0.0316687	0.037766	0.0245709	0.0231375	0.0200847	0.0224676	0.0484654	0.0378534	0.017499	0.0201028	0.0427947	0.0228153	0.0214312	0.0802443	0.021396	0.0204709	0.00861402	0.0421238	0.236258	0.255041	0.0627218	0.0307687	0.405225	0.00998518	0.246319	0.208331	0.179693	0.365657	2.861288
26490	-14755.5	-14778.6	23.0607	0.102167	0.103061	0.106495	0.070088	0.0935809	0.079	0.103948	0.0527387	0.0765263	0.188533	0.0756851	0.0634312	0.0855621	0.0929444	0.119904	0.119555	0.125746	0.0980097	0.114471	0.0814983	0.0915146	0.0745477	0.163963	0.0195178	0.0350544	0.0315972	0.0405357	0.0249465	0.0283864	0.00613962	0.021936	0.0444777	0.0300062	0.0156516	0.0233179	0.0462516	0.0089605	0.0179264	0.0765267	0.0288	0.0138647	0.0116661	0.0322332	0.227583	0.245676	0.0604186	0.0296388	0.423412	0.013272	0.246319	0.208331	0.179693	0.365657	2.840766
26500	-14763.6	-14785.3	21.6805	0.108237	0.103061	0.098941	0.0835108	0.0909336	0.0784248	0.122636	0.0536565	0.0888617	0.182862	0.0749952	0.072014	0.10184	0.107658	0.117016	0.156854	0.131876	0.115728	0.137101	0.0565534	0.0677677	0.0745477	0.14837	0.0270528	0.023651	0.0393426	0.0461359	0.0343226	0.0302704	0.00847106	0.0188031	0.0362195	0.039804	0.0194037	0.0277387	0.0380836	0.0143889	0.0303874	0.08555	0.0237325	0.0157622	0.00964544	0.0365745	0.223645	0.251004	0.054137	0.0224555	0.432594	0.0161643	0.244569	0.20685	0.178417	0.370164	2.978785
26510	-14764.3	-14785.8	21.5037	0.108237	0.101999	0.105096	0.100793	0.10042	0.0782402	0.115158	0.0669393	0.066986	0.153507	0.063617	0.0754012	0.10914	0.0885814	0.119295	0.13148	0.121965	0.11973	0.121525	0.0864262	0.0897062	0.0867794	0.187133	0.016549	0.0349327	0.0303899	0.0445656	0.029132	0.038335	0.0135656	0.0179972	0.0322505	0.0302114	0.02914	0.0211002	0.0489136	0.0132746	0.0252777	0.0841284	0.0272679	0.0118772	0.0148909	0.0345069	0.225758	0.253375	0.0546483	0.0226676	0.43668	0.00687181	0.239022	0.224841	0.17437	0.361768	2.996461
26520	-14756.7	-14777	20.3264	0.136778	0.105872	0.126095	0.100793	0.10042	0.0687357	0.119726	0.0707516	0.091338	0.180508	0.0703338	0.0716043	0.102664	0.106135	0.126202	0.114058	0.118696	0.108226	0.11178	0.0762369	0.0868566	0.0895234	0.189256	0.00570936	0.0369191	0.0582427	0.0412725	0.0245871	0.0311096	0.0118807	0.0253934	0.0475883	0.0431888	0.0155894	0.0252888	0.0418484	0.0123291	0.0282817	0.0867521	0.0362083	0.0168091	0.016624	0.0359836	0.227347	0.265688	0.0525365	0.0313653	0.413101	0.00996291	0.238	0.223879	0.173624	0.364496	3.114198
26530	-14752.3	-14774	21.7601	0.135087	0.113399	0.10015	0.0776152	0.113961	0.081352	0.113606	0.069207	0.0898807	0.171199	0.0709134	0.0819353	0.0835137	0.0966446	0.108049	0.122458	0.128227	0.0991304	0.144627	0.0714047	0.084866	0.086107	0.146322	0.0107515	0.0362404	0.0319057	0.0327782	0.0304007	0.0383544	0.0161717	0.0227018	0.0309433	0.0399581	0.0132725	0.0261473	0.0431819	0.0174373	0.0280769	0.0845544	0.025586	0.0169015	0.00656024	0.0292424	0.234322	0.259556	0.0541483	0.0323276	0.4168	0.0028466	0.238148	0.224018	0.173112	0.364722	2.970821
26540	-14757.2	-14779.4	22.2128	0.118913	0.114786	0.0993622	0.0862116	0.0920429	0.0596789	0.120297	0.0858386	0.0893957	0.168998	0.0782966	0.0726199	0.0998289	0.0797143	0.100129	0.129782	0.144595	0.0924267	0.105187	0.0689267	0.0622	0.0877969	0.133062	0.0269464	0.0290552	0.0644375	0.0408622	0.0140283	0.0243833	0.0284793	0.0165677	0.0383371	0.0479891	0.017042	0.0251824	0.0383899	0.0158383	0.022325	0.0845544	0.0279986	0.0163804	0.0118435	0.0448239	0.23192	0.257708	0.0586813	0.0284418	0.413832	0.00941615	0.245727	0.22179	0.17139	0.361094	2.925553
26550	-14742.6	-14764.7	22.0857	0.121464	0.102616	0.0965446	0.087172	0.0842538	0.0795956	0.125886	0.0712274	0.0876447	0.168998	0.0712928	0.0684075	0.0885436	0.0800686	0.121073	0.123355	0.144822	0.0998375	0.100426	0.0876592	0.0747322	0.0807362	0.156598	0.0307688	0.0381955	0.0346325	0.0332946	0.0192923	0.0374894	0.0161537	0.0218209	0.0446551	0.0365695	0.0180608	0.0299709	0.038819	0.0101207	0.0287643	0.0836625	0.0274099	0.0182753	0.0131244	0.0342327	0.230127	0.258478	0.0588565	0.0285268	0.415068	0.00894353	0.237537	0.214397	0.17609	0.371976	2.938267
26560	-14759.1	-14782	22.867	0.112688	0.118625	0.0942119	0.0758315	0.0888236	0.0621688	0.101591	0.0603033	0.0787474	0.180551	0.0660694	0.0829275	0.0885436	0.0861224	0.109761	0.127044	0.0903296	0.124802	0.12742	0.0800288	0.0853222	0.0807362	0.122773	0.0273235	0.0341706	0.0373206	0.0409362	0.0149836	0.0375532	0.0202832	0.0237723	0.0341527	0.0296025	0.0209357	0.0328481	0.0610592	0.0125952	0.0239585	0.0684563	0.0349459	0.0126437	0.0175065	0.0296599	0.226999	0.254965	0.0580566	0.0315774	0.422218	0.00618384	0.232408	0.209768	0.172288	0.385536	2.86013
26570	-14755.2	-14776.7	21.4917	0.138072	0.0959143	0.104433	0.101037	0.102447	0.0628215	0.117974	0.0674728	0.0853594	0.168299	0.08338	0.0709714	0.0942026	0.0936307	0.0936429	0.140525	0.143503	0.0955532	0.102728	0.0812141	0.0836741	0.0853195	0.158505	0.035138	0.0334402	0.0382005	0.0342853	0.0224123	0.0410318	0.0187738	0.0187695	0.0455538	0.0434711	0.0273293	0.0272465	0.0376962	0.0148503	0.0248072	0.0649711	0.0170301	0.0290756	0.0177428	0.0351588	0.234808	0.258777	0.0540068	0.0228666	0.420856	0.00868555	0.251257	0.201395	0.177201	0.370147	2.997665
26580	-14748.7	-14772.5	23.8153	0.115578	0.0966691	0.111432	0.0744764	0.0954508	0.0699725	0.107077	0.070646	0.076163	0.167159	0.0601207	0.0876918	0.0832023	0.0905142	0.0909552	0.115533	0.0978046	0.106849	0.0976667	0.0768401	0.0779605	0.0739551	0.158505	0.0231259	0.0342204	0.0287418	0.0287694	0.0175082	0.046844	0.0173715	0.00912603	0.0366422	0.0388445	0.0115904	0.0247855	0.0388236	0.0163943	0.0281574	0.0714187	0.0213264	0.0203524	0.0188143	0.0302231	0.236231	0.256752	0.054334	0.0236483	0.418424	0.0106112	0.249718	0.200161	0.182242	0.367879	2.765302
26590	-14757	-14780	23.0672	0.101681	0.110354	0.0909984	0.106217	0.105703	0.0702995	0.0977722	0.0715529	0.0783171	0.174988	0.0743875	0.060894	0.0709471	0.0850471	0.118144	0.121139	0.107129	0.0988105	0.119566	0.060748	0.074463	0.0832277	0.158505	0.0206807	0.0443455	0.0391701	0.0302455	0.0256798	0.0362649	0.0198256	0.00889928	0.0209799	0.0473822	0.0131799	0.0258174	0.0409124	0.0152711	0.0240491	0.0987054	0.0257513	0.0140459	0.0209998	0.0270153	0.225253	0.260918	0.051809	0.0233858	0.42954	0.00909432	0.249671	0.200124	0.182394	0.367811	2.840112
26600	-14760.4	-14783.8	23.3673	0.102634	0.0886192	0.103572	0.0929441	0.0892577	0.0608142	0.128063	0.0677767	0.082928	0.185405	0.0897516	0.0675035	0.0970788	0.101492	0.105096	0.130166	0.107129	0.110643	0.101934	0.0775288	0.074463	0.0803069	0.12443	0.0207928	0.0256216	0.0342525	0.049857	0.013602	0.0223563	0.0143037	0.0104497	0.0224517	0.0331978	0.0142614	0.0313352	0.0353777	0.0228898	0.0240491	0.0776801	0.0176127	0.0212163	0.0170175	0.0322438	0.23917	0.254496	0.0505338	0.0256106	0.418968	0.0112225	0.249671	0.200124	0.182394	0.367811	2.810104
26610	-14750.3	-14772.9	22.6548	0.110411	0.09893	0.099866	0.0837124	0.0982593	0.0663635	0.122786	0.0791452	0.0782134	0.138452	0.0656975	0.0784006	0.0969984	0.0773439	0.105096	0.137262	0.13754	0.0862645	0.112283	0.0603346	0.0964074	0.0781486	0.156028	0.0268012	0.033742	0.0425401	0.0374499	0.030844	0.0420822	0.0200953	0.0196373	0.0428134	0.0467499	0.0264965	0.0166198	0.0373152	0.0179254	0.0179281	0.0669244	0.0259727	0.0180016	0.0175835	0.0298835	0.242249	0.257772	0.0511844	0.0212431	0.418194	0.0093582	0.229193	0.213388	0.176645	0.380774	2.881349
26620	-14751	-14773.2	22.2154	0.120132	0.0916489	0.0901912	0.0884376	0.0972076	0.0829396	0.106415	0.0828176	0.083873	0.180996	0.076867	0.0805672	0.0947924	0.0882618	0.105063	0.13342	0.101142	0.0920491	0.112283	0.0836029	0.0831033	0.100319	0.158558	0.0199441	0.0309432	0.0320026	0.0272625	0.0338899	0.0423536	0.0119094	0.0248199	0.0429818	0.0359496	0.0138655	0.0352574	0.0366212	0.0120018	0.0182587	0.0732695	0.0257407	0.00915702	0.0117436	0.0526342	0.238796	0.253934	0.0504549	0.0319567	0.412234	0.012624	0.229193	0.213388	0.176645	0.380774	2.925293
26630	-14749.7	-14772.4	22.6688	0.101824	0.0938324	0.0807357	0.0795872	0.0791272	0.0760307	0.104724	0.0675798	0.0743328	0.179245	0.0698341	0.0731585	0.094055	0.0829131	0.0963002	0.136921	0.125714	0.120561	0.119587	0.0780916	0.0748082	0.097793	0.145982	0.0207343	0.0300087	0.0455992	0.0449745	0.0227822	0.0330876	0.0111717	0.0265924	0.0446387	0.0298361	0.0149237	0.027344	0.0499018	0.0144045	0.026429	0.083035	0.0362816	0.0143032	0.0104684	0.0406969	0.235239	0.266308	0.0497032	0.0311387	0.406092	0.0115198	0.229193	0.213388	0.176645	0.380774	2.879952
26640	-14755.7	-14777.7	21.9856	0.140057	0.0842148	0.0897636	0.102157	0.0870231	0.0740233	0.116638	0.0727688	0.0790605	0.153429	0.078115	0.0777376	0.087659	0.0751287	0.126663	0.13609	0.125714	0.102105	0.119909	0.0877776	0.0748082	0.0617992	0.151115	0.0244264	0.0426689	0.0415579	0.0483897	0.0204744	0.0399964	0.0118596	0.0243143	0.047523	0.0398367	0.0138089	0.0320902	0.0381648	0.0184795	0.030842	0.0849707	0.0170919	0.0210865	0.0129312	0.0340017	0.222185	0.272814	0.0509175	0.0318995	0.416013	0.00617043	0.231957	0.215961	0.178775	0.373306	2.948271
26650	-14749.9	-14773.4	23.4684	0.11835	0.085607	0.0783164	0.0858428	0.0877013	0.0649467	0.115333	0.0736356	0.0826244	0.16612	0.0768886	0.0645346	0.0877695	0.0953213	0.0988252	0.110733	0.116089	0.106495	0.120616	0.077496	0.0614394	0.077473	0.137062	0.0322589	0.0375488	0.0329801	0.0262011	0.0139009	0.0418652	0.0171023	0.0250529	0.0404376	0.036721	0.0246633	0.0320902	0.0390021	0.011237	0.0265111	0.0888325	0.018136	0.0161215	0.0144703	0.0356406	0.223466	0.269026	0.0540185	0.0314566	0.410236	0.0117963	0.231957	0.215961	0.178775	0.373306	2.799993
26660	-14759.8	-14782.1	22.3995	0.116183	0.0955099	0.0902184	0.0690301	0.100265	0.0649467	0.124395	0.0906065	0.0806452	0.16517	0.0662899	0.0699765	0.0877695	0.0954014	0.0926051	0.109916	0.147907	0.120976	0.118371	0.0653443	0.0920804	0.0636521	0.137475	0.038176	0.0368952	0.0333141	0.0378748	0.0141048	0.0344179	0.0100654	0.0257758	0.0359079	0.0538301	0.0225336	0.0464382	0.0450514	0.01469	0.0295574	0.069902	0.0413352	0.0138464	0.00689134	0.0315415	0.225637	0.264165	0.0601407	0.0282857	0.414222	0.00754864	0.231957	0.215961	0.178775	0.373306	2.906882
26670	-14751.9	-14774.4	22.4848	0.109774	0.103022	0.0888862	0.0915975	0.0966473	0.0644783	0.114213	0.0912024	0.0942228	0.1738	0.0555108	0.071691	0.0887309	0.0875206	0.0916645	0.127613	0.124491	0.111708	0.125871	0.0614452	0.0920804	0.0975897	0.125217	0.024134	0.0375229	0.0385968	0.0587477	0.0148135	0.0309812	0.00852896	0.020398	0.0383772	0.0374913	0.0133392	0.0219447	0.0422045	0.0145196	0.0315577	0.0800583	0.0307627	0.0158772	0.0160805	0.0334396	0.218691	0.266576	0.0606897	0.0284219	0.418003	0.00761754	0.232733	0.213339	0.179373	0.374555	2.898351
26680	-14747.3	-14769.9	22.6204	0.119958	0.0917345	0.0959104	0.0836824	0.100554	0.0700503	0.121829	0.0954482	0.0858034	0.168407	0.0757153	0.071691	0.101177	0.0982419	0.092244	0.12363	0.129232	0.0877694	0.11231	0.0854714	0.07755	0.0696487	0.153823	0.0254187	0.044989	0.0359218	0.03618	0.0188914	0.0374426	0.0154394	0.0160461	0.0308718	0.038518	0.0178189	0.0242417	0.0348193	0.0194551	0.0272713	0.0690518	0.0212494	0.0152814	0.0133625	0.0306395	0.217164	0.264715	0.0602658	0.032491	0.415084	0.0102808	0.232733	0.213339	0.179373	0.374555	2.884791
26690	-14752.7	-14775	22.3498	0.119803	0.0914145	0.0823815	0.0960799	0.109364	0.0856695	0.106546	0.0554828	0.0875169	0.166897	0.0669134	0.0756648	0.070274	0.101559	0.0884661	0.119727	0.129232	0.108006	0.114367	0.0726658	0.0702504	0.0806822	0.154498	0.0200593	0.0384667	0.0381863	0.0334903	0.0181659	0.0453148	0.0149435	0.0185823	0.0537581	0.046197	0.016752	0.0328238	0.0470359	0.030264	0.0286586	0.0811873	0.031856	0.0281118	0.0122357	0.022308	0.218444	0.266276	0.0606213	0.0268631	0.417532	0.0102633	0.245258	0.221261	0.164203	0.369278	2.911858
26700	-14754.5	-14777.2	22.6488	0.121304	0.0942382	0.0872194	0.0780287	0.0997112	0.0707455	0.0967305	0.075073	0.0860676	0.173134	0.0673758	0.0686173	0.0982493	0.101446	0.089627	0.120146	0.129648	0.0926957	0.114367	0.0626141	0.0959537	0.0945553	0.132345	0.0262341	0.0262392	0.0327377	0.0338338	0.0346054	0.0400177	0.022051	0.0145709	0.0403825	0.0460272	0.0179647	0.024128	0.0393812	0.0302804	0.0298768	0.0701753	0.0302685	0.0224899	0.017243	0.0335514	0.22967	0.279959	0.062421	0.0282435	0.386626	0.0130812	0.247116	0.222937	0.165447	0.364501	2.88195
26710	-14754.3	-14776.2	21.8707	0.128442	0.100751	0.0942733	0.0792851	0.108571	0.0832669	0.115494	0.0799593	0.0945043	0.172776	0.0648661	0.0646411	0.103492	0.0970124	0.089627	0.115771	0.11905	0.111823	0.120193	0.0715169	0.0801208	0.0813914	0.143273	0.0193518	0.0354232	0.0523283	0.0321688	0.0242326	0.0276091	0.0154967	0.0313077	0.0323735	0.0339027	0.0180507	0.0347973	0.0443979	0.00891497	0.0311857	0.0928075	0.026952	0.024768	0.0200442	0.0335514	0.218653	0.255444	0.0685669	0.0253682	0.424692	0.00727616	0.247116	0.222937	0.165447	0.364501	2.959765
26720	-14748.5	-14770.6	22.1817	0.119935	0.111735	0.101876	0.0751287	0.103882	0.069677	0.119126	0.0789685	0.0890921	0.181567	0.0658713	0.0690256	0.108761	0.0973488	0.1106	0.109717	0.11905	0.108814	0.117161	0.066358	0.0936686	0.0920259	0.142856	0.0159563	0.0320033	0.0380484	0.0397265	0.0218858	0.0422676	0.0138299	0.0157847	0.0358156	0.0300128	0.0116187	0.033939	0.0334484	0.0170143	0.0292978	0.0732644	0.0329276	0.0149126	0.0206757	0.023988	0.218158	0.254866	0.0663601	0.0253108	0.423731	0.0115737	0.247031	0.218518	0.177176	0.357275	2.928662
26730	-14751.2	-14772.3	21.0814	0.114468	0.107617	0.0928901	0.100118	0.107679	0.0736326	0.1019	0.0777182	0.0930725	0.206524	0.0802896	0.0753258	0.0937399	0.0983666	0.0924179	0.130578	0.116433	0.103511	0.124895	0.0788017	0.085752	0.0784903	0.179073	0.022816	0.0341789	0.0357755	0.0429318	0.0153383	0.0372753	0.0130397	0.0288016	0.03855	0.0439208	0.0165259	0.0299447	0.0539727	0.02338	0.0228677	0.0713037	0.0224869	0.0130949	0.0165859	0.0426041	0.222342	0.245507	0.0667313	0.0254524	0.43376	0.00620721	0.247031	0.218518	0.177176	0.357275	3.038689
26740	-14754.6	-14776.5	21.9079	0.127199	0.098744	0.0840425	0.0886068	0.109506	0.0630286	0.115956	0.079335	0.0780004	0.159345	0.071537	0.0773926	0.0960452	0.081267	0.0931796	0.130578	0.116514	0.101515	0.13728	0.0619162	0.110066	0.0874761	0.148381	0.0288316	0.0219717	0.0420964	0.0331959	0.0259833	0.041789	0.0120905	0.0167953	0.0432729	0.035956	0.0136276	0.0258551	0.0541006	0.013801	0.0177529	0.0923799	0.0356616	0.0178431	0.0169395	0.0491845	0.218529	0.24773	0.0655867	0.0222395	0.426321	0.0195945	0.244688	0.219198	0.177727	0.358387	2.95604
26750	-14755	-14777.2	22.2228	0.108569	0.0921055	0.118076	0.090779	0.0860579	0.0776826	0.142194	0.0830151	0.0852584	0.136918	0.0776847	0.0854094	0.0960452	0.112098	0.115697	0.116094	0.121636	0.111239	0.0988065	0.0693832	0.0890841	0.0727178	0.142395	0.0187908	0.0408589	0.0289921	0.0526676	0.0155526	0.0391463	0.0127406	0.0196768	0.0418293	0.0296403	0.0178529	0.0243298	0.0399294	0.0137555	0.0217263	0.0892163	0.0286824	0.016194	0.00804686	0.0359752	0.22249	0.252221	0.0667757	0.0226427	0.425456	0.0104146	0.249324	0.217852	0.176636	0.356187	2.924551
26760	-14757.1	-14779.4	22.3156	0.158673	0.104379	0.0975458	0.0837525	0.0993612	0.0728462	0.125326	0.0752896	0.0786449	0.164771	0.0639375	0.065906	0.0810622	0.0942187	0.120536	0.11378	0.111215	0.0996491	0.137667	0.0789091	0.0816013	0.0740552	0.147022	0.0250248	0.0328567	0.0352169	0.0466999	0.0115038	0.0263206	0.0195846	0.020413	0.0446589	0.0535178	0.0214955	0.0352601	0.0275885	0.0154043	0.022055	0.0610128	0.0237438	0.0128006	0.0197481	0.030225	0.226462	0.256723	0.0486724	0.0232307	0.43305	0.0118618	0.243324	0.212609	0.172385	0.371681	2.915277
26770	-14754.8	-14776.9	22.0873	0.131024	0.0953549	0.0902913	0.100987	0.0931964	0.0692126	0.142939	0.0701915	0.0820943	0.188609	0.078629	0.0621989	0.0881619	0.0826315	0.0915047	0.130301	0.118572	0.102543	0.124003	0.064576	0.0982078	0.0701302	0.145635	0.0158102	0.0257082	0.0389576	0.0331658	0.0183101	0.0404056	0.0194429	0.0280087	0.0434377	0.0616343	0.00624979	0.0290932	0.0291385	0.0148938	0.0186916	0.0896029	0.025341	0.0169403	0.0177304	0.0445452	0.225034	0.255104	0.0483654	0.028659	0.430319	0.0125191	0.243324	0.212609	0.172385	0.371681	2.9381
26780	-14755.6	-14777.1	21.4145	0.109122	0.0955787	0.0943691	0.100987	0.0974475	0.0641391	0.143237	0.0615647	0.084223	0.195187	0.0822662	0.0842356	0.114182	0.108364	0.108191	0.118924	0.118572	0.111719	0.127864	0.0794326	0.0819877	0.0765293	0.155067	0.0138917	0.0269975	0.0358373	0.0417866	0.0284837	0.0482161	0.0158873	0.0138524	0.0347327	0.037085	0.0267888	0.0303083	0.0393438	0.0190573	0.0173046	0.0774782	0.0215961	0.0119339	0.0113259	0.0402839	0.214683	0.258917	0.0507394	0.0290874	0.433866	0.0127062	0.240088	0.223082	0.170093	0.366738	3.005381
