Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
8060	-14754.7	-14777.5	22.8073	0.10589	0.10865	0.0790534	0.0824114	0.0947082	0.0779924	0.105496	0.0791891	0.0993875	0.167875	0.0661939	0.0735663	0.0973814	0.104011	0.101865	0.119815	0.12492	0.0857732	0.131956	0.0701185	0.0936858	0.100915	0.149998	0.0164503	0.0355749	0.0278162	0.0282614	0.0162089	0.0454191	0.00610741	0.014786	0.0284482	0.0332321	0.00796954	0.0395703	0.0447419	0.0125909	0.019483	0.0744375	0.0333155	0.0103288	0.0154239	0.0350821	0.228207	0.287816	0.0497691	0.0238389	0.398188	0.0121813	0.244331	0.212179	0.161086	0.382404	2.8661
8070	-14747.7	-14769.6	21.925	0.115241	0.102376	0.098246	0.0997754	0.0993776	0.0702118	0.114263	0.0701049	0.0742992	0.171865	0.0653856	0.0844677	0.0801471	0.100747	0.108465	0.113948	0.124423	0.107215	0.110206	0.0712582	0.0903936	0.088882	0.16008	0.0199926	0.023816	0.029134	0.0252963	0.0296741	0.0462678	0.0245516	0.0239147	0.0489951	0.0397201	0.0121271	0.0286015	0.0516757	0.022875	0.0211229	0.0882998	0.0324681	0.0152393	0.0165527	0.0326324	0.227133	0.286461	0.0534701	0.0237267	0.396314	0.0128958	0.242091	0.210234	0.159609	0.388066	2.954335
8080	-14754.9	-14778.8	23.9179	0.105145	0.0925622	0.0830844	0.0755911	0.0962904	0.0702913	0.113918	0.0549002	0.0704826	0.156844	0.0659172	0.0642448	0.101611	0.0758899	0.0950748	0.118506	0.124423	0.085377	0.108352	0.0565519	0.083452	0.0875515	0.135752	0.0260237	0.04365	0.0328517	0.0344622	0.0191328	0.0443626	0.0195575	0.0186962	0.0250385	0.0304478	0.0103708	0.0362746	0.0400891	0.016615	0.029133	0.0991141	0.0318952	0.0187346	0.0133134	0.0434699	0.226964	0.286248	0.0534304	0.0244523	0.396019	0.0128863	0.242091	0.210234	0.159609	0.388066	2.755044
8090	-14748.4	-14771.1	22.6603	0.133829	0.100708	0.107225	0.0898032	0.0961696	0.0538563	0.115091	0.082158	0.0825971	0.172082	0.0791638	0.0765525	0.0936425	0.0845008	0.104235	0.112746	0.133663	0.0815917	0.114738	0.0781172	0.0911436	0.0836771	0.149484	0.0172499	0.0297391	0.0258035	0.0455336	0.0268241	0.0226768	0.0127807	0.0193382	0.042394	0.03225	0.0121842	0.0200186	0.0363031	0.00967427	0.0265204	0.0888188	0.0210472	0.0197542	0.0167069	0.0384144	0.224122	0.28825	0.0538041	0.0246234	0.39879	0.0104101	0.242091	0.210234	0.159609	0.388066	2.880807
8100	-14759.8	-14782.5	22.7292	0.105847	0.0975192	0.103779	0.0957966	0.0954585	0.0826337	0.103547	0.0713193	0.0825971	0.153755	0.0791638	0.0612224	0.075426	0.0897728	0.0950638	0.114511	0.137265	0.120432	0.126484	0.091392	0.0832515	0.0845184	0.136769	0.0291064	0.0240304	0.0378048	0.0327676	0.0361407	0.0335333	0.0184082	0.0187114	0.0367815	0.0283098	0.0153606	0.0198544	0.0408226	0.0204702	0.0157549	0.0740696	0.030632	0.0133334	0.0192327	0.0412697	0.220294	0.283327	0.0528852	0.041283	0.391978	0.0102323	0.257956	0.205833	0.156268	0.379943	2.873918
8110	-14755.3	-14777.3	21.9558	0.132642	0.093772	0.0985858	0.0956968	0.112417	0.0660688	0.122917	0.0636499	0.0950197	0.166307	0.0738755	0.087202	0.0912606	0.0839483	0.0967273	0.11887	0.11043	0.0888408	0.12918	0.0785659	0.0938057	0.094076	0.146114	0.0111634	0.0289099	0.0314038	0.0383813	0.0253784	0.0468472	0.0177393	0.0266584	0.0413695	0.0421653	0.00514525	0.0317789	0.0393727	0.0180328	0.0157159	0.0810993	0.0275659	0.00831963	0.0216059	0.0526232	0.216811	0.28173	0.0529508	0.0413342	0.399754	0.00742085	0.231806	0.216844	0.16264	0.38871	2.951249
8120	-14753.4	-14775.6	22.1558	0.1166	0.0953251	0.0923012	0.0902049	0.100251	0.0551538	0.133783	0.0688648	0.0783846	0.166307	0.0749907	0.0808593	0.100288	0.0897964	0.0967273	0.128763	0.117254	0.0950107	0.131169	0.0750542	0.0992564	0.0843711	0.148845	0.0153971	0.0342216	0.032969	0.0435709	0.0259139	0.0491658	0.00667209	0.0227198	0.0482201	0.0433537	0.00196229	0.029201	0.0365864	0.026437	0.0199346	0.0810993	0.0356987	0.00954084	0.0182847	0.0307408	0.241114	0.274638	0.0516179	0.0367281	0.389692	0.0062105	0.231806	0.216844	0.16264	0.38871	2.931249
8130	-14751.1	-14773.2	22.0136	0.119588	0.0874114	0.0997306	0.098329	0.102742	0.0733389	0.121462	0.0691744	0.0628354	0.171318	0.0852628	0.0780807	0.0976835	0.0914841	0.112121	0.125095	0.117254	0.117168	0.11303	0.0745154	0.0872818	0.089017	0.140322	0.033615	0.0316109	0.0459169	0.0353547	0.0262299	0.0365208	0.0180606	0.0120692	0.0359016	0.0501415	0.0104751	0.0206608	0.0260709	0.0185234	0.0241936	0.0886776	0.0269778	0.0165612	0.0275469	0.0261207	0.241046	0.274561	0.0554621	0.0293505	0.389582	0.00999793	0.225438	0.215035	0.161283	0.398244	2.945474
8140	-14747.6	-14769.9	22.2651	0.127097	0.0938883	0.0860211	0.0867639	0.105046	0.0784009	0.101348	0.0753296	0.0961887	0.162794	0.0685495	0.0871868	0.0924849	0.0952371	0.119858	0.126518	0.12454	0.101254	0.118577	0.0822765	0.0738102	0.0673764	0.156184	0.0152432	0.0321335	0.0449295	0.0402167	0.0176508	0.0337311	0.0187439	0.0178875	0.0388774	0.0476903	0.0178233	0.0243629	0.0452345	0.0154064	0.033139	0.073087	0.0230571	0.0166569	0.0172818	0.0204376	0.238284	0.271415	0.0548265	0.0290142	0.397748	0.00871259	0.225438	0.215035	0.161283	0.398244	2.92032
8150	-14752.3	-14774.8	22.5794	0.0975213	0.0777254	0.0901553	0.085109	0.0961749	0.0723397	0.123916	0.0613461	0.0891162	0.175436	0.0832608	0.0819057	0.0904733	0.0908981	0.111305	0.0975934	0.12473	0.106749	0.114893	0.0754935	0.0887351	0.104697	0.152171	0.0174405	0.0347663	0.0409442	0.0460245	0.020401	0.0252716	0.012991	0.0259585	0.0489139	0.031544	0.00985972	0.0184138	0.0440286	0.015283	0.0337611	0.073272	0.03279	0.0152124	0.0146383	0.0356294	0.237705	0.270755	0.0546932	0.0289437	0.39678	0.0111234	0.225438	0.215035	0.161283	0.398244	2.888888
8160	-14747.7	-14770.1	22.3448	0.133501	0.0923975	0.0986806	0.106916	0.0961749	0.0736277	0.105525	0.0765511	0.0654736	0.180216	0.0633121	0.0643617	0.0839056	0.106084	0.114795	0.115579	0.126533	0.101072	0.104597	0.0697852	0.0734015	0.0810129	0.152171	0.0121699	0.0307767	0.0332794	0.0462251	0.0270946	0.0469506	0.0253068	0.0216744	0.0465072	0.0485483	0.00915629	0.0219183	0.0468053	0.0118051	0.0249134	0.0760438	0.0340333	0.0129773	0.0166307	0.033859	0.238283	0.271414	0.0548263	0.0224397	0.397746	0.0152908	0.223317	0.22242	0.159765	0.394497	2.91235
8170	-14765.8	-14786.9	21.0714	0.114761	0.0946712	0.087432	0.104015	0.103158	0.0778646	0.119622	0.0725277	0.079422	0.194795	0.093932	0.0829719	0.0811876	0.101346	0.0983597	0.136162	0.131753	0.134361	0.129527	0.0603949	0.0944358	0.0653279	0.161663	0.014666	0.0269883	0.0374181	0.0425607	0.0252995	0.033516	0.0203189	0.0194109	0.025305	0.041628	0.0140152	0.0235996	0.0745015	0.0158906	0.0208242	0.0953165	0.0274335	0.00950105	0.0265731	0.0252334	0.23642	0.269292	0.0543977	0.0300817	0.394637	0.0151713	0.227299	0.226386	0.162614	0.383702	3.03969
8180	-14752.5	-14774.2	21.6827	0.126184	0.104611	0.106425	0.0912011	0.0876023	0.0736475	0.118617	0.0760882	0.0771917	0.160516	0.0693814	0.0736568	0.0920312	0.105091	0.0924233	0.119734	0.133749	0.0907207	0.113746	0.0794502	0.0922724	0.093804	0.160312	0.0213024	0.04303	0.039049	0.0296864	0.0171706	0.0259292	0.0238972	0.0207763	0.0431346	0.0399873	0.00991168	0.0243714	0.0455575	0.0190994	0.0339473	0.0953165	0.0297021	0.0155785	0.0243352	0.0383219	0.23756	0.270591	0.0498381	0.0302267	0.39654	0.0152444	0.2257	0.226854	0.16295	0.384496	2.978562
8190	-14753.9	-14775.6	21.6578	0.124522	0.096099	0.0993194	0.104946	0.100439	0.0671548	0.116995	0.0708302	0.0931972	0.166713	0.0723704	0.0710664	0.095288	0.102793	0.0829138	0.138755	0.126306	0.0937023	0.121309	0.0700001	0.0659943	0.0768074	0.153814	0.0198955	0.0369358	0.0534133	0.0484881	0.0193756	0.0398494	0.0263219	0.0366492	0.0464885	0.039995	0.013406	0.0226088	0.0285925	0.0253196	0.027917	0.0977326	0.0248509	0.0193287	0.0110477	0.0315014	0.237932	0.271014	0.049916	0.0274254	0.404585	0.00912857	0.234368	0.211244	0.169208	0.38518	2.981051
8200	-14746.5	-14768.6	22.1692	0.12486	0.110663	0.0973795	0.0825725	0.103726	0.0854997	0.116995	0.0764818	0.0780015	0.163698	0.0776548	0.0711062	0.0971354	0.0914864	0.0976101	0.108097	0.130078	0.108279	0.126316	0.0731168	0.0737865	0.0873514	0.141595	0.0083363	0.0417409	0.0372041	0.0411609	0.0168203	0.0367115	0.0168467	0.0261265	0.0460768	0.0316149	0.0159842	0.0286397	0.0462202	0.0165456	0.0256048	0.0779939	0.027218	0.0138653	0.0110182	0.0406993	0.234209	0.266774	0.0647794	0.0269963	0.398255	0.00898576	0.238425	0.219133	0.172137	0.370305	2.929916
8210	-14755.1	-14777.3	22.2774	0.131127	0.113543	0.110216	0.0902552	0.0983102	0.0770705	0.112421	0.0871673	0.0761829	0.152724	0.0650915	0.0794127	0.0907206	0.106099	0.111804	0.120074	0.130078	0.10759	0.103078	0.0723805	0.0841318	0.0869446	0.141595	0.00454474	0.031009	0.0441491	0.0385407	0.0248199	0.0193958	0.0118495	0.0180614	0.0442756	0.0367465	0.0178055	0.0189697	0.0433492	0.0134399	0.0210918	0.0827639	0.0266914	0.023886	0.0163127	0.0333717	0.234067	0.266611	0.0647399	0.0269799	0.398012	0.00958994	0.237863	0.219295	0.172264	0.370579	2.91909
8220	-14757.6	-14780.3	22.6815	0.118139	0.0966576	0.103322	0.0878572	0.0934688	0.0610265	0.112421	0.0755703	0.0663125	0.1572	0.0764219	0.0802301	0.089005	0.0958445	0.100887	0.107269	0.114928	0.0911261	0.0969089	0.0807471	0.0936788	0.0764603	0.181429	0.0132391	0.0242052	0.0388905	0.0342434	0.0297276	0.0382895	0.015068	0.0322389	0.0545772	0.0383834	0.00875591	0.0234482	0.045914	0.0131123	0.0247678	0.0692536	0.0333617	0.0192614	0.0236661	0.0413636	0.232707	0.266848	0.0656546	0.0255837	0.398366	0.01084	0.240714	0.206498	0.170756	0.382032	2.878678
8230	-14763.1	-14785.5	22.3752	0.143573	0.102382	0.0999455	0.100921	0.100111	0.0706904	0.112421	0.0550237	0.0730232	0.158075	0.0750286	0.0671076	0.0888401	0.0958445	0.0895398	0.114213	0.128904	0.10361	0.131752	0.0728166	0.0936788	0.0621559	0.172096	0.012784	0.028761	0.0405377	0.0297121	0.0156165	0.0441687	0.0189556	0.0230874	0.0447701	0.0284015	0.00925924	0.0173291	0.0516517	0.00971478	0.0292643	0.0929226	0.0316974	0.00712407	0.0188719	0.0429355	0.216406	0.263822	0.0522855	0.0269014	0.431835	0.00875022	0.240714	0.206498	0.170756	0.382032	2.909317
8240	-14757.1	-14779.8	22.641	0.132362	0.0886417	0.088166	0.0894255	0.124382	0.073543	0.109993	0.0854336	0.0882278	0.167775	0.0789522	0.0645176	0.108079	0.0887914	0.0902169	0.120263	0.127038	0.0947561	0.113781	0.0752991	0.0741845	0.0864173	0.13765	0.0259253	0.0245965	0.0292128	0.0364176	0.0205133	0.0368812	0.014619	0.0307202	0.0358642	0.0531855	0.0130693	0.0207658	0.0419266	0.0106146	0.022023	0.0703289	0.0235262	0.0158056	0.0112348	0.0376029	0.218482	0.262162	0.0519565	0.0267322	0.429118	0.0115492	0.240714	0.206498	0.170756	0.382032	2.882729
8250	-14753.7	-14775.6	21.8443	0.129213	0.104264	0.0861843	0.0883597	0.102684	0.0806943	0.109993	0.0676939	0.0844712	0.192727	0.074454	0.0647407	0.0953706	0.0870252	0.104384	0.124718	0.127038	0.11252	0.0948254	0.0742671	0.0878143	0.0813818	0.160439	0.0269316	0.0236812	0.048345	0.0275509	0.0205022	0.0451576	0.0188871	0.0223444	0.0405634	0.0387775	0.01282	0.0437675	0.0414921	0.0233158	0.0190998	0.0826475	0.0294846	0.0131612	0.0223813	0.0262297	0.217086	0.260486	0.0619666	0.0265613	0.426376	0.00752331	0.239589	0.224691	0.167593	0.368127	2.962403
8260	-14763.1	-14784.8	21.6246	0.138724	0.106133	0.0905652	0.0866806	0.106379	0.0515244	0.101103	0.0983324	0.0807958	0.182204	0.0829888	0.074445	0.0856578	0.105488	0.126024	0.122534	0.130393	0.0857837	0.143388	0.0861925	0.0935104	0.0813818	0.131598	0.0188816	0.0337078	0.0451993	0.0395262	0.0198547	0.0367019	0.0163745	0.0298602	0.0413336	0.0391073	0.0164719	0.0109764	0.0467671	0.025037	0.0277124	0.0567824	0.026149	0.0124212	0.0151305	0.0345527	0.217946	0.256937	0.0622121	0.0266666	0.428066	0.00817239	0.240808	0.223679	0.169045	0.366468	2.984373
8270	-14757.3	-14778.9	21.5947	0.107953	0.107938	0.106808	0.0846632	0.0992279	0.0766202	0.102178	0.0782117	0.0969822	0.150744	0.0717639	0.0857256	0.0856578	0.0941756	0.112253	0.12164	0.10795	0.0982859	0.120014	0.0740177	0.093414	0.0874556	0.174958	0.0282989	0.0430044	0.0373545	0.0401545	0.0189467	0.0467614	0.0161801	0.0434251	0.0338024	0.0529483	0.0153009	0.0196019	0.0354124	0.0147174	0.0204956	0.0806489	0.0351206	0.0213496	0.0174103	0.0277911	0.217925	0.256912	0.0592639	0.0249795	0.428025	0.0128943	0.25089	0.21806	0.173788	0.357262	2.987362
8280	-14760	-14782.3	22.2459	0.106456	0.0890471	0.0860743	0.0917975	0.0965274	0.0795243	0.111198	0.0817694	0.0706303	0.147871	0.068368	0.0920806	0.103845	0.0897945	0.115055	0.109059	0.1212	0.0997214	0.115687	0.0844931	0.0826246	0.0805031	0.18027	0.0255538	0.0245495	0.0413091	0.0384067	0.0151614	0.0311066	0.00913053	0.037703	0.0459264	0.0415031	0.017083	0.0213479	0.051062	0.0208955	0.0208987	0.0621122	0.0227747	0.022608	0.0287582	0.040755	0.219284	0.258514	0.0596334	0.0212726	0.430693	0.0106032	0.239528	0.224351	0.175447	0.360674	2.922242
8290	-14756.1	-14778.3	22.2584	0.122368	0.109405	0.0934415	0.101839	0.0892439	0.0743712	0.112734	0.0706997	0.0871819	0.183395	0.0808965	0.0709303	0.0999454	0.0780138	0.0877491	0.130883	0.129107	0.110252	0.115897	0.0829098	0.092218	0.0840294	0.143134	0.0196605	0.0201629	0.0564057	0.0358284	0.0239309	0.0325348	0.0105326	0.0323983	0.0501441	0.041969	0.00851761	0.0201267	0.0358655	0.0185398	0.0219395	0.0579526	0.0238056	0.0120774	0.0238471	0.0241051	0.219566	0.258847	0.0597102	0.0200127	0.431247	0.0106168	0.239528	0.224351	0.175447	0.360674	2.920989
8300	-14752.4	-14774.2	21.7967	0.135974	0.0951461	0.0721118	0.083469	0.114168	0.0745034	0.107485	0.062872	0.0915893	0.183395	0.0695674	0.0729335	0.092636	0.106195	0.104105	0.133822	0.120321	0.117297	0.12187	0.0778575	0.101693	0.0774346	0.179033	0.015558	0.0306218	0.0473758	0.0369317	0.0219702	0.0406117	0.0193854	0.0213695	0.0412126	0.0298284	0.0074375	0.0145364	0.049498	0.0203159	0.0178462	0.0696108	0.0257663	0.0119967	0.0218212	0.0279866	0.216833	0.255625	0.058967	0.0298606	0.42588	0.0128336	0.240801	0.225544	0.171062	0.362592	2.96716
8310	-14753.3	-14775.8	22.5176	0.118938	0.0951461	0.0830904	0.0827242	0.0941642	0.071899	0.105785	0.0817738	0.0915893	0.182122	0.0761924	0.068691	0.0848715	0.0958912	0.10331	0.0984552	0.137955	0.109542	0.12187	0.0734016	0.0783054	0.0760965	0.17597	0.0145833	0.0276839	0.0468384	0.0372673	0.021929	0.036823	0.0156771	0.0269952	0.0534115	0.0399462	0.0110096	0.0183656	0.0336334	0.0216558	0.013808	0.0743168	0.0268777	0.0188478	0.0187568	0.0288615	0.21829	0.257342	0.0593631	0.0182503	0.428741	0.0180132	0.250854	0.227052	0.170827	0.351267	2.895072
8320	-14759.6	-14781.1	21.5045	0.115427	0.0852399	0.0954604	0.0916904	0.09628	0.0989523	0.113147	0.0763113	0.0866052	0.193055	0.0953801	0.068121	0.0848715	0.0895987	0.104199	0.144162	0.128503	0.103713	0.0866674	0.0797014	0.0833845	0.0727117	0.170533	0.0296554	0.0298406	0.0504782	0.0332953	0.0217308	0.0476548	0.0170234	0.0234843	0.03331	0.0383349	0.0265609	0.017131	0.0617701	0.0210616	0.0176543	0.0752553	0.0251465	0.0134036	0.0122912	0.0375835	0.215678	0.254263	0.0584927	0.030548	0.423611	0.0174074	0.246094	0.222744	0.167585	0.363576	2.99638
8330	-14751.7	-14773.8	22.1144	0.124489	0.0918132	0.0874298	0.0939658	0.0826488	0.0734781	0.108145	0.0762294	0.0876541	0.175822	0.0667582	0.080574	0.0757265	0.0932402	0.0921633	0.105279	0.116562	0.10592	0.122557	0.08265	0.0976784	0.106184	0.156806	0.0279859	0.0250435	0.0478576	0.0349275	0.0223608	0.0343652	0.0118055	0.024325	0.0424774	0.0317684	0.0208672	0.0222808	0.0488375	0.0176292	0.0322572	0.100569	0.0334723	0.0132138	0.0134839	0.026088	0.216198	0.254876	0.0586337	0.0306216	0.424631	0.0150399	0.243712	0.220588	0.175643	0.360057	2.93539
8340	-14754.6	-14776.6	22.0768	0.110198	0.105955	0.0980846	0.0947199	0.0870509	0.0747583	0.108082	0.0762294	0.0825888	0.151895	0.0568959	0.0870377	0.103579	0.112512	0.103436	0.126006	0.13428	0.106866	0.109699	0.0712798	0.0790069	0.0682105	0.155038	0.0268533	0.0287826	0.0412429	0.0374949	0.0187415	0.0383489	0.0213178	0.0146199	0.0388411	0.0382161	0.0164462	0.0179807	0.0423216	0.0138348	0.019446	0.0816939	0.0446012	0.0349669	0.0217597	0.0382368	0.213063	0.255786	0.0588431	0.0307311	0.426149	0.0154275	0.246599	0.219746	0.174973	0.358683	2.939155
8350	-14756.4	-14779.6	23.1934	0.107943	0.0994657	0.101612	0.0907433	0.086129	0.062154	0.122532	0.0724247	0.0904921	0.168414	0.0751166	0.0544475	0.0982459	0.0889724	0.0942737	0.113445	0.132285	0.0948509	0.0899834	0.0747351	0.098559	0.0675274	0.160604	0.0132332	0.0341082	0.0508157	0.0355412	0.0187577	0.0359224	0.0193901	0.0181651	0.0330063	0.0427867	0.0120963	0.0153052	0.0406735	0.0275347	0.0228855	0.0710558	0.0235912	0.025109	0.0099395	0.032618	0.208907	0.262993	0.060501	0.0209818	0.438155	0.00846184	0.246599	0.219746	0.174973	0.358683	2.82749
8360	-14752.9	-14774.8	21.887	0.107724	0.114043	0.0946678	0.0895782	0.117267	0.0607241	0.109735	0.0753839	0.0799839	0.188406	0.0792086	0.085139	0.0926506	0.0889724	0.100498	0.110675	0.138639	0.10505	0.136688	0.0663074	0.0789655	0.0749304	0.145593	0.0343412	0.0298117	0.0446792	0.0332442	0.025533	0.0469555	0.0140744	0.0226969	0.0455048	0.0449768	0.0128312	0.0238596	0.0381939	0.0161937	0.0219204	0.0663885	0.0338991	0.014144	0.0111956	0.0368553	0.204421	0.273795	0.0592018	0.0205312	0.428746	0.0133053	0.235645	0.222941	0.177517	0.363898	2.958128
8370	-14757.2	-14779.4	22.2308	0.120254	0.0955742	0.0858286	0.118497	0.0873514	0.079588	0.109804	0.0728406	0.0799839	0.182045	0.0688216	0.0802675	0.0832068	0.115462	0.103315	0.125174	0.114833	0.112046	0.128735	0.0713339	0.0911808	0.0748271	0.138719	0.0226193	0.0286633	0.0311199	0.0354551	0.0249553	0.0455256	0.015003	0.0151532	0.0410304	0.0250411	0.0088951	0.0177106	0.0364137	0.0288326	0.0248026	0.0739394	0.0389612	0.023085	0.0167309	0.0301241	0.209262	0.255291	0.0663659	0.0210175	0.4389	0.00916389	0.235645	0.222941	0.177517	0.363898	2.923749
8380	-14765.2	-14786.1	20.9291	0.112037	0.123882	0.103918	0.081139	0.110045	0.0746905	0.114902	0.0759043	0.0772235	0.170413	0.0551583	0.0909197	0.077788	0.0939311	0.111564	0.155459	0.135054	0.10831	0.110706	0.080227	0.0965392	0.0821577	0.168979	0.0237002	0.0229635	0.0474944	0.0309078	0.0240283	0.0420937	0.0091969	0.0236847	0.0394306	0.0626198	0.0129944	0.0286716	0.0329967	0.0165175	0.0189404	0.0965249	0.0408782	0.0204784	0.0159829	0.0328671	0.206555	0.251988	0.0655073	0.0277096	0.433222	0.0150185	0.235645	0.222941	0.177517	0.363898	3.05392
8390	-14752.9	-14774.2	21.3592	0.138718	0.0994595	0.0940301	0.115903	0.110045	0.0565223	0.10965	0.0759566	0.0904996	0.160813	0.0699069	0.0836265	0.0967469	0.0880322	0.113751	0.120162	0.135523	0.115669	0.125079	0.0860403	0.0894388	0.0659757	0.154844	0.0158245	0.0309851	0.0401651	0.0318414	0.0210407	0.0325262	0.00924428	0.025829	0.0512269	0.0426185	0.0161905	0.0253014	0.0306168	0.0253417	0.0220631	0.0906977	0.0299912	0.0202679	0.021549	0.0312036	0.238726	0.251274	0.0617482	0.0261195	0.410316	0.011816	0.237474	0.216907	0.178895	0.366724	3.010917
8400	-14754.6	-14777.6	23.0216	0.117676	0.0961777	0.104382	0.089001	0.110089	0.0839256	0.0998194	0.0778417	0.0681053	0.170915	0.0554525	0.0731169	0.0875298	0.0882778	0.115749	0.125329	0.123619	0.120691	0.102646	0.069687	0.0765472	0.0608828	0.139629	0.0265152	0.0220227	0.031003	0.0384737	0.0212453	0.0424484	0.0186394	0.0243956	0.0452887	0.0256849	0.0204509	0.0143191	0.0360182	0.0240325	0.0197689	0.0825292	0.0304982	0.0125221	0.0176855	0.0340458	0.219591	0.273234	0.0567989	0.0268102	0.418149	0.00541654	0.241425	0.215783	0.177968	0.364823	2.844676
8410	-14753.7	-14776.5	22.811	0.105293	0.0908855	0.080048	0.0886867	0.0768396	0.0887727	0.0999323	0.0646771	0.0878887	0.170915	0.0694906	0.073645	0.0829305	0.0747475	0.101688	0.128412	0.148564	0.109286	0.109879	0.0980465	0.0872465	0.0714521	0.159907	0.0191142	0.0332587	0.0383258	0.0299001	0.0289112	0.0426357	0.0131449	0.0150409	0.043349	0.0361068	0.0168847	0.0189758	0.0427518	0.012031	0.017639	0.0785409	0.0411163	0.0148123	0.0206411	0.0333241	0.21747	0.270594	0.0562501	0.0265511	0.414109	0.015026	0.246761	0.217158	0.168933	0.367148	2.865737
8420	-14753.4	-14775.8	22.3474	0.122583	0.0789729	0.0821689	0.0858027	0.102467	0.0734796	0.111336	0.0782005	0.0725272	0.194893	0.0665952	0.0709852	0.102478	0.0878448	0.0966256	0.13693	0.114186	0.108744	0.121315	0.0619477	0.0849797	0.0768529	0.159613	0.0226832	0.0303183	0.0453471	0.0347183	0.0210798	0.0282459	0.0166336	0.0193874	0.0592065	0.0507658	0.0254028	0.0181298	0.0274091	0.00524095	0.0224754	0.0843831	0.033078	0.0209856	0.0191463	0.0359335	0.218714	0.272142	0.0565719	0.026703	0.416478	0.00939138	0.246761	0.217158	0.168933	0.367148	2.912096
8430	-14745.9	-14767.5	21.621	0.127274	0.105885	0.0884457	0.0858027	0.107564	0.0771953	0.119452	0.0825864	0.0642058	0.17902	0.0752742	0.0759582	0.0866756	0.0881189	0.105347	0.104578	0.138347	0.110966	0.117692	0.0848546	0.0935626	0.0893517	0.160368	0.0173008	0.0254943	0.0462547	0.0317353	0.0308461	0.037443	0.0114592	0.0250198	0.047335	0.0383625	0.0227069	0.0276917	0.0397142	0.00864277	0.0216328	0.0828591	0.0300603	0.0140667	0.0150248	0.0425601	0.226713	0.269661	0.056056	0.0264595	0.41268	0.00843091	0.247173	0.21752	0.167547	0.36776	2.984733
8440	-14752.4	-14774	21.6709	0.129139	0.101014	0.114464	0.0869012	0.109916	0.0827515	0.113693	0.0770597	0.0958437	0.152268	0.0715399	0.0768946	0.0969027	0.0889286	0.107549	0.144351	0.137022	0.0992705	0.0967305	0.0683355	0.0916055	0.0828472	0.152346	0.0209167	0.025392	0.0445886	0.0374415	0.0193838	0.0491161	0.0149998	0.0191641	0.038629	0.0393476	0.0158894	0.0145901	0.0462289	0.00713791	0.0362446	0.0856332	0.0359774	0.0126845	0.0156619	0.0233469	0.226226	0.269082	0.0559358	0.0175958	0.411795	0.0193641	0.247173	0.21752	0.167547	0.36776	2.979747
8450	-14758.7	-14780.1	21.4138	0.12756	0.113933	0.0892109	0.099586	0.0990171	0.064279	0.126329	0.0870908	0.0805296	0.187086	0.0896557	0.0542676	0.0849857	0.0968801	0.117462	0.127972	0.139181	0.0980637	0.107265	0.0741895	0.0837819	0.0931655	0.173314	0.035345	0.0221463	0.0443615	0.0373579	0.0108058	0.0219211	0.0165947	0.0143356	0.0395496	0.0468683	0.012239	0.0173699	0.0369287	0.0183603	0.0239293	0.0897792	0.0279983	0.0185637	0.0237668	0.0324306	0.227084	0.270102	0.0545602	0.0289414	0.413356	0.00595722	0.247173	0.21752	0.167547	0.36776	3.005456
8460	-14749.8	-14772.6	22.8787	0.113115	0.112068	0.0943325	0.0875964	0.0944648	0.0715254	0.115158	0.0771685	0.0829991	0.15618	0.0751415	0.0612964	0.0819399	0.0775235	0.112657	0.110827	0.139181	0.101736	0.108641	0.0832648	0.0743407	0.0776684	0.142698	0.0211376	0.0273991	0.0495975	0.0478762	0.0245243	0.0353652	0.0113766	0.017661	0.0595335	0.0420018	0.0112357	0.0139272	0.0466454	0.0178055	0.0256473	0.0629606	0.0233221	0.0201179	0.0242506	0.0250546	0.224836	0.274334	0.0540201	0.028655	0.409264	0.00889053	0.229778	0.221839	0.17332	0.375062	2.858961
